DATA,FORNECEDOR,DESTINO,ESTADO/MUNICIPIO,TIPO,QUANTIDADE,VALOR,DESTINATARIO,UF,,DATA DE ENTREGA
07/07/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,10,600000,SALVADOR - HOSPITAL DE SALVADOR,BA,,13/07/2020
07/07/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,10,482900,SALVADOR - HOSPITAL DE SALVADOR,BA,,13/07/2020
07/07/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,10,600000,SALVADOR - Pronto ATENDIMENTO,BA,,13/07/2020
07/07/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,10,482900,SALVADOR - Pronto ATENDIMENTO,BA,,13/07/2020
07/07/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,3,180000,Senhor do Bonfim - Hospital de Sr. do Bonfim,BA,,13/07/2020
07/07/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,4,193160,Senhor do Bonfim - Hospital de Sr. do Bonfim,BA,,13/07/2020
07/07/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,5,300000,Vitória da Conquista - Hospital das Clínicas de Conquista,BA,,12/07/2020
07/07/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,5,241450,Vitória da Conquista - Hospital das Clínicas de Conquista,BA,,12/07/2020
10/07/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,30,1448700,Bahia - Secretaria Estadual de Saúde,BA,,17/07/2020
10/07/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,17,1020000,Bahia - Secretaria Estadual de Saúde,BA,,17/07/2020
10/07/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,1,48290,ABAIRA - Secretaria Municipal de Saúde,BA,,16/07/2020
10/07/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580,BARRA DO CHOÇA - Secretaria Municipal de Saúde,BA,,15/07/2020
10/07/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,1,48290,BARROCAS - Secretaria Municipal de Saúde,BA,,18/07/2020
10/07/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580,CACULÉ - Secretaria Municipal de Saúde,BA,,15/07/2020
10/07/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580,CAMAÇARI - Secretaria Municipal de Saúde,BA,,18/07/2020
10/07/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580,CAMAÇARI - Secretaria Municipal de Saúde,BA,,18/07/2020
10/07/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580,CAMAÇARI - Secretaria Municipal de Saúde,BA,,18/07/2020
10/07/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,5,241450,CAMPO ALEGRE DE LOURDES - Secretaria Municipal de Saúde,BA,,18/07/2020
10/07/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,5,241450,CAMPO FORMOSO - Secretaria Municipal de Saúde,BA,,18/07/2020
10/07/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,5,300000,CAMPO FORMOSO - Secretaria Municipal de Saúde,BA,,18/07/2020
10/07/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580,MUNDO NOVO - Secretaria Municipal de Saúde,BA,,18/07/2020
10/07/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,3,144870,SIMÕES FILHO - Secretaria Municipal de Saúde,BA,,17/07/2020
10/07/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580,VITÓRIA DA CONQUISTA - Secretaria Municipal de Saúde,BA,,15/07/2020
10/07/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,3,180000,VITÓRIA DA CONQUISTA - Secretaria Municipal de Saúde,BA,,15/07/2020
10/07/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580,XIQUE-XIQUE - Secretaria Municipal de Saúde,BA,,18/07/2020
17/07/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,6,360000,SALVADOR - Secretaria Municipal de Saúde ,BA,,24/07/2020
17/07/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,8,386320,SALVADOR - Secretaria Municipal de Saúde ,BA,,24/07/2020
17/07/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,5,241450,ITAPETINIGA - Secretaria Municipal de Saúde ,BA,,24/07/2020
24/07/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,5,300000, ITAPETINGA - Secretaria Municipal de Saúde ,BA,,07/08/2020
24/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,5,100000, ITAPETINGA - Secretaria Municipal de Saúde ,BA,,07/08/2020
24/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,4,80000,ALAGOINHAS - Secretaria Municipal de Saúde ,BA,,07/08/2020
24/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,3,60000,ANDARAI - Secretaria Municipal de Saúde ,BA,,07/08/2020
24/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,2,40000,BARRA  - Secretaria Municipal de Saúde ,BA,,07/08/2020
24/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,2,40000,BIRITINGA - Secretaria Municipal de Saúde ,BA,,07/08/2020
24/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,2,40000,BOA VISTA DO TUPIM - Secretaria Municipal de Saúde ,BA,,07/08/2020
24/07/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,5,300000,BOM JESUS DA LAPA - Secretaria Municipal de Saúde ,BA,,07/08/2020
24/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,3,60000,BOM JESUS DA LAPA - Secretaria Municipal de Saúde ,BA,,07/08/2020
24/07/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,7,420000,CAETITE - Secretaria Municipal de Saúde ,BA,,07/08/2020
24/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,3,60000,CASTRO ALVES - Secretaria Municipal de Saúde ,BA,,07/08/2020
24/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,4,80000,CONCEICAO DO JACUIPE - Secretaria Municipal de Saúde ,BA,,07/08/2020
24/07/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,1,60000,CURACA - Secretaria Municipal de Saúde ,BA,,07/08/2020
24/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1,20000,CURACA - Secretaria Municipal de Saúde ,BA,,07/08/2020
24/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,2,40000,ENTRE RIOS - Secretaria Municipal de Saúde ,BA,,07/08/2020
24/07/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,10,600000,ITABUNA - Secretaria Municipal de Saúde ,BA,,07/08/2020
24/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,10,200000,ITABUNA - Secretaria Municipal de Saúde ,BA,,07/08/2020
24/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,2,40000,ITATIM - Secretaria Municipal de Saúde ,BA,,07/08/2020
24/07/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,1,60000,JAGUARARI - Secretaria Municipal de Saúde ,BA,,07/08/2020
24/07/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,3,180000,LAJE - Secretaria Municipal de Saúde ,BA,,07/08/2020
24/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,2,40000,LAJE - Secretaria Municipal de Saúde ,BA,,07/08/2020
24/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,2,40000,MATA DE SÃO JOAO - Secretaria Municipal de Saúde ,BA,,07/08/2020
24/07/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,2,120000,POJUCA - Secretaria Municipal de Saúde ,BA,,07/08/2020
24/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1,20000,POJUCA - Secretaria Municipal de Saúde ,BA,,07/08/2020
24/07/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,2,120000,QUIJINGUE - Secretaria Municipal de Saúde ,BA,,07/08/2020
24/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1,20000,QUIJINGUE - Secretaria Municipal de Saúde ,BA,,07/08/2020
24/07/2020,VYAIRE,BAHIA,ESTADO,UTI,5,300000,SALVADOR - Secretaria Estadual de Saúde ,BA,,07/08/2020
24/07/2020,KTK,BAHIA,ESTADO,TRANSPORTE,14,280000,SALVADOR - Secretaria Estadual de Saúde ,BA,,07/08/2020
24/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,3,60000,SANTALUZ - Secretaria Municipal de Saúde ,BA,,07/08/2020
24/07/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,3,180000,SENTO SE - Secretaria Municipal de Saúde ,BA,,07/08/2020
24/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,2,40000,SENTO SE - Secretaria Municipal de Saúde ,BA,,07/08/2020
24/07/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,1,60000,VALENTE - Secretaria Municipal de Saúde ,BA,,07/08/2020
24/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1,20000,VALENTE - Secretaria Municipal de Saúde ,BA,,07/08/2020
31/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,2,40000,SMS de Amargosa,BA,,08/08/2020
31/07/2020,LEISTUNG,BAHIA,MUNICIPIO,UTI,1,60000,SMS de Coracao De Maria,BA,,08/08/2020
31/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1,20000,SMS de Coracao De Maria,BA,,08/08/2020
31/07/2020,LEISTUNG,BAHIA,MUNICIPIO,UTI,1,60000,SMS de Jandaira,BA,,08/08/2020
31/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1,20000,SMS de Jandaira,BA,,08/08/2020
31/07/2020,LEISTUNG,BAHIA,MUNICIPIO,UTI,6,360000,SMS de Miguel Calmon,BA,,08/08/2020
31/07/2020,LEISTUNG,BAHIA,MUNICIPIO,UTI,2,120000,SMS de Monte Santo,BA,,08/08/2020
31/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,3,60000,MAIRINQUE - Secretaria Municipal de Saúde ,BA,,08/08/2020
31/07/2020,LEISTUNG,BAHIA,MUNICIPIO,UTI,2,120000,SMS de Muritiba,BA,,08/08/2020
31/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1,20000,SMS de Muritiba,BA,,08/08/2020
31/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,2,40000,SMS de Riacho De Sanatana,BA,,08/08/2020
31/07/2020,LEISTUNG,BAHIA,MUNICIPIO,UTI,1,60000,SMS de Umburanas,BA,,08/08/2020
31/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1,20000,SMS de Umburanas,BA,,08/08/2020
31/07/2020,LEISTUNG,BAHIA,MUNICIPIO,UTI,2,120000,SMS de Valenca,BA,,08/08/2020
31/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1,20000,SMS de Valenca,BA,,08/08/2020
31/07/2020,LEISTUNG,BAHIA,MUNICIPIO,UTI,5,300000,SMS de Vitoria Da Conquista,BA,,08/08/2020
31/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,5,100000,SMS de Vitoria Da Conquista,BA,,08/08/2020
03/08/2020,LEISTUNG,BAHIA,MUNICIPIO,UTI,6,360000,SMS de Euclides Da Cunha,BA,,08/08/2020
03/08/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,6,120000,SMS de Feira De Santana,BA,,08/08/2020
09/08/2020,LEISTUNG,BAHIA,ESTADO,UTI,10,600000,SECRETARIA ESTADUAL DE SAUDE BAHIA ALMOX,BA,,14/08/2020
14/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,1,48290,SMS de Santa Teresinha,BA,,18/08/2020
14/08/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,1,60000,SMS de Santa Teresinha,BA,,18/08/2020
14/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,1,48290,SMS de Serra Dourada,BA,,18/08/2020
14/08/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,2,120000,SMS de Serra Dourada,BA,,18/08/2020
14/08/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,20,1200000,SMS de Juazeiro,BA,,18/08/2020
14/08/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,10,600000,SMS de Senhor Do Bonfim,BA,,18/08/2020
14/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,1,48290,SMS de Serra Do Ramalho,BA,,18/08/2020
14/08/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,2,120000,SMS de Serra Do Ramalho,BA,,18/08/2020
14/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,5,241450,SMS de Feira De Santana,BA,,18/08/2020
14/08/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,5,300000,SMS de Feira De Santana,BA,,18/08/2020
14/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580,SECRETARIA MUNICIPAL DE SAUDE DE NAZARE,BA,,18/08/2020
14/08/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,10,600000,SMS de Bom Jesus Da Lapa,BA,,18/08/2020
21/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,1,48290,SMS de Central,BA,,25/08/2020
21/08/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,2,120000,SMS de Central,BA,,25/08/2020
21/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,1,48290,SMS de Canapolis,BA,,27/08/2020
21/08/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,2,120000,SMS de Canapolis,BA,,27/08/2020
21/08/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,2,120000,SMS de Uaua,BA,,28/08/2020
21/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580,SMS de Quixabeira,BA,,25/08/2020
21/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580,SMS de Governador Mangabeira,BA,,26/08/2020
21/08/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,2,120000,SMS de Urandi,BA,,27/08/2020
21/08/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,2,120000,SECR MUN DE SAUDE DE SAO FELIX  BA,BA,,26/08/2020
21/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580,SECRETARIA MUNICIPAL DE SAUDE DE NAZARE,BA,,26/08/2020
21/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580,SMS de Mutuipe,BA,,26/08/2020
21/08/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,2,120000,SMS de Araci,BA,,25/08/2020
21/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580,SMS de Araci,BA,,25/08/2020
21/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580,SMS de Ipecaeta,BA,,26/08/2020
21/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,3,144870,SMS de Livramento De Nossa Senhora,BA,,27/08/2020
21/08/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,4,240000,SMS de Livramento De Nossa Senhora,BA,,27/08/2020
27/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580,SMS de Maragogipe,BA,,31/08/2020
27/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580,SMS de Santanopolis,BA,,31/08/2020
27/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580,SMS de Candeal,BA,,31/08/2020
27/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580,SMS de Vera Cruz,BA,,31/08/2020
27/08/2020,MAGNAMED,BAHIA,MUNICIPIO,UTI,3,180000,SMS de Vera Cruz,BA,,31/08/2020
03/09/2020,MAGNAMED,BAHIA,MUNICIPIO,UTI,2,120000,SMS de Serrolandia,BA,,09/09/2020
21/09/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1,20000,SMS de Baianopolis,BA,,28/09/2020
21/09/2020,LEISTUNG,BAHIA,MUNICIPIO,UTI,1,60000,SECRETARIA MUNICIPAL DE SAUDE DE NAZARE,BA,,28/09/2020
21/09/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1,20000,SMS de Nova Soure,BA,,28/09/2020
21/09/2020,LEISTUNG,BAHIA,MUNICIPIO,UTI,2,120000,SMS de Nova Soure,BA,,28/09/2020
ESTADO,WEG,DISTRITO FEDERAL,ESTADO ,UTI,25,1500000,,DF,10/06/2020,
09/06/2020,MAGNAMED,DISTRITO FEDERAL,ESTADO ,TRANSPORTE,25,1207250,Secretaria Estadual de Saúde,DF,,10/06/2020
25/06/2020,VYAIRE,DISTRITO FEDERAL,ESTADO ,UTI,30,1800000,Secretaria Estadual de Saúde,DF,,26/06/2020
25/06/2020,MAGNAMED,DISTRITO FEDERAL,ESTADO ,TRANSPORTE,20,965800,Secretaria Estadual de Saúde,DF,,26/06/2020
26/06/2020,MAGNAMED,DISTRITO FEDERAL,ESTADO ,TRANSPORTE,40,1931600,Secretaria Estadual de Saúde,DF,,27/06/2020
26/06/2020,VYAIRE,DISTRITO FEDERAL,ESTADO ,UTI,60,3600000,Secretaria Estadual de Saúde,DF,,27/06/2020
04/07/2020,VYAIRE,DISTRITO FEDERAL,ESTADO,UTI,30,1800000,Secretaria Estadual de Saúde,DF,,06/07/2020
10/07/2020,MAGNAMED,DISTRITO FEDERAL,ESTADO,TRANSPORTE,17,820930,Secretaria Estadual de Saúde,DF,,13/07/2020
10/07/2020,UTI,DISTRITO FEDERAL,ESTADO,UTI,3,180000,Secretaria Estadual de Saúde,DF,,13/07/2020
16/05/2020,LEISTUNG,MARANHÃO,ESTADO,UTI,20,1200000,Secretaria Estadual de Saúde,MA,,18/05/2020
16/05/2020,MAGNAMED,MARANHÃO,ESTADO,TRANSPORTE,5,241450,Secretaria Estadual de Saúde,MA,,17/05/2020
28/05/2020,VYAIRE,MARANHÃO,ESTADO,UTI,10,600000,Secretaria Estadual de Saúde,MA,,01/06/2020
28/05/2020,MAGNAMED,MARANHÃO,ESTADO,TRANSPORTE,10,482900,Secretaria Estadual de Saúde,MA,,01/06/2020
04/06/2020,VYAIRE,MARANHÃO,ESTADO,UTI,14,840000,Secretaria Estadual de Saúde,MA,,05/06/2020
04/06/2020,WEG,MARANHÃO,ESTADO,UTI,1,60000,Secretaria Estadual de Saúde,MA,,05/06/2020
04/06/2020,MAGNAMED,MARANHÃO,ESTADO,TRANSPORTE,2,96580,Secretaria Estadual de Saúde,MA,,05/06/2020
04/06/2020,MAGNAMED,MARANHÃO,ESTADO,TRANSPORTE,13,627770,Secretaria Estadual de Saúde,MA,,05/06/2020
04/06/2020,VYAIRE,MARANHÃO,MUNICIPIO,UTI,5,300000,Secretaria Municipal de Saúde (Caxias),MA,,06/06/2020
04/06/2020,MAGNAMED,MARANHÃO,MUNICIPIO,TRANSPORTE,5,241450,Secretaria Municipal de Saúde (Caxias),MA,,06/06/2020
08/06/2020,LEISTUNG,MARANHÃO,MUNICIPIO,UTI,5,300000,Secretaria Municipal de Saúde (Pinheiro),MA,,11/06/2020
08/06/2020,LEISTUNG,MARANHÃO,MUNICIPIO,UTI,5,300000,Secretaria Municipal de Saúde (Santa Inês),MA,,11/06/2020
08/06/2020,MAGNAMED,MARANHÃO,MUNICIPIO,TRANSPORTE,5,241450,Secretaria Municipal de Saúde (Santa Inês),MA,,11/06/2020
08/06/2020,MAGNAMED,MARANHÃO,MUNICIPIO,TRANSPORTE,5,241450,Secretaria Municipal de Saúde (Pinheiro),MA,,11/06/2020
08/06/2020,MAGNAMED,MARANHÃO,MUNICIPIO,TRANSPORTE,5,241450,Secretaria Municipal de Saúde (Balsas),MA,,11/06/2020
08/06/2020,MAGNAMED,MARANHÃO,MUNICIPIO,TRANSPORTE,10,482900,Secretaria Municipal de Saúde (São Luís),MA,,11/06/2020
08/06/2020,LEISTUNG,MARANHÃO,MUNICIPIO,UTI,5,300000,Secretaria Municipal de Saúde (Balsas),MA,,11/06/2020
08/06/2020,LEISTUNG,MARANHÃO,MUNICIPIO,UTI,10,600000,Secretaria Municipal de Saúde (São Luís),MA,,11/06/2020
16/06/2020,MAGNAMED,MARANHÃO,ESTADO,TRANSPORTE,20,965800,Secretaria Estadual de Saúde,MA,,22/06/2020
26/06/2020,MAGNAMED,MARANHÃO,MUNICIPIO,TRANSPORTE,2,96580,Secretaria Municipal de Saúde  (BALSAS - SMS),MA,,03/07/2020
26/06/2020,MAGNAMED,MARANHÃO,MUNICIPIO,TRANSPORTE,2,96580,Secretaria Municipal de Saúde (CAXIAS),MA,,03/07/2020
26/06/2020,VYAIRE,MARANHÃO,MUNICIPIO,UTI,2,120000,Secretaria Municipal de Saúde (CAXIAS),MA,,03/07/2020
26/06/2020,MAGNAMED,MARANHÃO,MUNICIPIO,TRANSPORTE,19,917510,Secretaria Municipal de Saúde (IMPERATRIZ),MA,,03/07/2020
26/06/2020,VYAIRE,MARANHÃO,MUNICIPIO,UTI,5,300000,Secretaria Municipal de Saúde (IMPERATRIZ),MA,,03/07/2020
26/06/2020,VYAIRE,MARANHÃO,MUNICIPIO,UTI,8,480000,Secretaria Municipal de Saúde (PERITORÓ),MA,,03/07/2020
26/06/2020,MAGNAMED,MARANHÃO,MUNICIPIO,TRANSPORTE,20,965800,Secretaria Municipal de Saúde (SANTA INÊS),MA,,03/07/2020
26/06/2020,MAGNAMED,MARANHÃO,MUNICIPIO,TRANSPORTE,3,144870,Secretaria Municipal de Saúde (SÃO JOSÉ DE RIBAMAR),MA,,03/07/2020
26/06/2020,VYAIRE,MARANHÃO,MUNICIPIO,UTI,2,120000,Secretaria Municipal de Saúde (SÃO JOSÉ DE RIBAMAR),MA,,03/07/2020
26/06/2020,MAGNAMED,MARANHÃO,MUNICIPIO,TRANSPORTE,10,482900,Secretaria Municipal de Saúde (São Luís),MA,,03/07/2020
26/06/2020,VYAIRE,MARANHÃO,MUNICIPIO,UTI,10,600000,Secretaria Municipal de Saúde (São Luís),MA,,03/07/2020
26/06/2020,VYAIRE,MARANHÃO,MUNICIPIO,UTI,1,60000,Secretaria Municipal de Saúde (SÍTIO NOVO),MA,,03/07/2020
26/06/2020,MAGNAMED,MARANHÃO,MUNICIPIO,TRANSPORTE,1,48290,Secretaria Municipal de Saúde (TIMOM),MA,,03/07/2020
26/06/2020,VYAIRE,MARANHÃO,MUNICIPIO,UTI,1,60000,Secretaria Municipal de Saúde (ZÉ DOCA),MA,,03/07/2020
07/07/2020,MAGNAMED,MARANHÃO,MUNICIPIO,TRANSPORTE,5,241450,COROATÁ - Hospital  Regional Alexandre M. Trovão de Coroatá,MA,,18/07/2020
07/07/2020,VYAIRE,MARANHÃO,MUNICIPIO,UTI,5,300000,IMPERATRIZ - HOSPITAL MACRORREGIONAL  DRA RUTH NOLETO,MA,,20/07/2020
07/07/2020,MAGNAMED,MARANHÃO,MUNICIPIO,TRANSPORTE,5,241450,IMPERATRIZ - HOSPITAL MACRORREGIONAL  DRA RUTH NOLETO,MA,,20/07/2020
07/07/2020,VYAIRE,MARANHÃO,MUNICIPIO,UTI,5,300000,SANTA INÊS - HOSPITAL REGIONAL TOMÁS MARTINS,MA,,19/07/2020
07/07/2020,MAGNAMED,MARANHÃO,MUNICIPIO,TRANSPORTE,5,241450,SANTA INÊS - HOSPITAL REGIONAL TOMÁS MARTINS,MA,,19/07/2020
07/07/2020,MAGNAMED,MARANHÃO,MUNICIPIO,TRANSPORTE,5,241450,TIMBIRAS - Hospital  Regional de Timbiras,MA,,18/07/2020
07/07/2020,VYAIRE,MARANHÃO,MUNICIPIO,UTI,5,300000,TIMON - Hospital Regional Alarico Pacheco,MA,,17/07/2020
07/07/2020,MAGNAMED,MARANHÃO,MUNICIPIO,TRANSPORTE,5,241450,TIMON - Hospital Regional Alarico Pacheco,MA,,17/07/2020
24/07/2020,VYAIRE,MARANHÃO,MUNICIPIO,UTI,5,300000,VITORINO FREIRE - Secretaria Municipal de Saúde ,MA,,07/08/2020
24/07/2020,KTK,MARANHÃO,MUNICIPIO,TRANSPORTE,2,40000,VITORINO FREIRE - Secretaria Municipal de Saúde ,MA,,07/08/2020
31/07/2020,KTK,MARANHÃO,MUNICIPIO,TRANSPORTE,2,40000,SMS de ITAPECURU MIRIM,MA,,14/08/2020
09/08/2020,LEISTUNG,MARANHÃO,MUNICIPIO,UTI,1,60000,SMS de GRAJAU,MA,,15/08/2020
09/08/2020,LEISTUNG,MARANHÃO,MUNICIPIO,UTI,2,120000,SMS de BOM JARDIM,MA,,15/08/2020
09/08/2020,MAGNAMED,MARANHÃO,MUNICIPIO,TRANSPORTE,1,48290,SMS de GRAJAU,MA,,15/08/2020
09/08/2020,LEISTUNG,MARANHÃO,MUNICIPIO,UTI,2,120000,SMS de ARAIOSES,MA,,15/08/2020
14/08/2020,MAGNAMED,MARANHÃO,MUNICIPIO,TRANSPORTE,1,48290,SECR MUN DE SAUDE DE TRIZIDELA DO VALE,MA,,18/08/2020
14/08/2020,VYAIRE,MARANHÃO,MUNICIPIO,UTI,2,120000,SMS de GOV EUGENIO BARROS,MA,,18/08/2020
14/08/2020,MAGNAMED,MARANHÃO,MUNICIPIO,TRANSPORTE,1,48290,SMS de MARAJA DO SENA,MA,,18/08/2020
14/08/2020,MAGNAMED,MARANHÃO,MUNICIPIO,TRANSPORTE,1,48290,SMS de MARAJA DO SENA,MA,,18/08/2020
14/08/2020,VYAIRE,MARANHÃO,MUNICIPIO,UTI,1,60000,SMS de PARNARAMA,MA,,18/08/2020
14/08/2020,MAGNAMED,MARANHÃO,MUNICIPIO,TRANSPORTE,1,48290,SMS de PARNARAMA,MA,,18/08/2020
14/08/2020,VYAIRE,MARANHÃO,MUNICIPIO,UTI,1,60000,SECR MUN DE SAUDE DE SAO FRANCISCO DO MA,MA,,18/08/2020
14/08/2020,MAGNAMED,MARANHÃO,MUNICIPIO,TRANSPORTE,1,48290,SECR MUN DE SAUDE DE SAO FRANCISCO DO MA,MA,,18/08/2020
14/08/2020,MAGNAMED,MARANHÃO,MUNICIPIO,TRANSPORTE,2,96580,SMS de SAO RAIMUNDO DOS MANGABEIRA,MA,,18/08/2020
14/08/2020,VYAIRE,MARANHÃO,MUNICIPIO,UTI,1,60000,SECR MUN DE SAUDE DE TRIZIDELA DO VALE,MA,,18/08/2020
14/08/2020,MAGNAMED,MARANHÃO,MUNICIPIO,TRANSPORTE,1,48290,SECR MUN DE SAUDE DE TRIZIDELA DO VALE,MA,,18/08/2020
08/06/2020,MAGNAMED,MINAS GERAIS,ESTADO,TRANSPORTE,20,965800,Secretaria Estadual de Saúde,MG,,10/06/2020
08/06/2020,LEISTUNG,MINAS GERAIS,ESTADO,UTI,80,4800000,Secretaria Estadual de Saúde,MG,,10/06/2020
12/06/2020,VYAIRE,MINAS GERAIS,MUNICIPIO,UTI,15,900000,Secretaria Municipal de Saúde - Contagem,MG,,15/06/2020
12/06/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,10,482900,Secretaria Municipal de Saúde - Contagem,MG,,15/06/2020
12/06/2020,MAGNAMED,MINAS GERAIS,MUNICIPIO,TRANSPORTE,5,241450,Secretaria Municipal de Saúde - Ibirite,MG,,15/06/2020
